Well,Target,Clone,Isotype,Plate,pct_pop,Type,Line,Passage,Day,File Name,preadjusted value,Comments
D1,45,NA,NA,1,50,Myo,1,High,0,NA,80.9,
D1,45,NA,NA,1,31.4,Myo,8,High,0,NA,,
D1,45,NA,NA,1,63,Myo,8,Low,0,NA,,
D1,45,NA,NA,1,84.2,Myo,1,Low,0,NA,,
D1,45,NA,NA,1,0.3,SkMO,1,,10,NA,,Early Biomarker
D1,45,NA,NA,1,0.19,SkMO,8,,10,NA,,
D2,46,NA,NA,1,3.64,SkMO,3,13,15,NA,,
D2,46,NA,NA,1,2.49,SkMO,3,15,20,NA,,
D2,46,NA,NA,1,1.39,SkMO,3,16,20,NA,,
D2,46,NA,NA,1,5.09,Myo,1,High,0,NA,,
D2,46,NA,NA,1,6.9,Myo,8,High,0,NA,,
D2,46,NA,NA,1,4.42,Myo,8,Low,0,NA,,
D2,46,NA,NA,1,2.64,Myo,1,Low,0,NA,,
D2,46,NA,NA,1,1.86,SkMO,1,,10,NA,,
D2,46,NA,NA,1,2.93,SkMO,8,,10,NA,,
D3,47,NA,NA,1,1.93,SkMO,3,13,15,NA,,
D3,47,NA,NA,1,1.4,SkMO,3,15,20,NA,,
D3,47,NA,NA,1,0.26,SkMO,3,16,20,NA,,
D3,47,NA,NA,1,0.43,Myo,1,High,0,NA,,
D3,47,NA,NA,1,2.37,Myo,8,High,0,NA,,
D3,47,NA,NA,1,0.093,Myo,8,Low,0,NA,,
D3,47,NA,NA,1,0.69,Myo,1,Low,0,NA,,
D3,47,NA,NA,1,0.31,SkMO,1,,10,NA,,
D3,47,NA,NA,1,0.44,SkMO,8,,10,NA,,
D4,48,NA,NA,1,0.94,SkMO,3,13,15,NA,,
D4,48,NA,NA,1,1.6,SkMO,3,15,20,NA,,
D4,48,NA,NA,1,0.45,SkMO,3,16,20,NA,,
D4,48,NA,NA,1,0.74,Myo,1,High,0,NA,,
D4,48,NA,NA,1,0.78,Myo,8,High,0,NA,,
D4,48,NA,NA,1,0.24,Myo,8,Low,0,NA,,
D4,48,NA,NA,1,1.15,Myo,1,Low,0,NA,,
D4,48,NA,NA,1,2.8,SkMO,1,,10,NA,,
D4,48,NA,NA,1,4.79,SkMO,8,,10,NA,,
D5,49,NA,NA,1,23.6,SkMO,3,13,15,NA,47.4,
D5,49,NA,NA,1,7.34,SkMO,3,15,20,NA,,
D5,49,NA,NA,1,18.8,SkMO,3,16,20,NA,,
D5,49,NA,NA,1,80.6,Myo,1,High,0,NA,98.4,
D5,49,NA,NA,1,67.4,Myo,8,High,0,NA,93.4,
D5,49,NA,NA,1,51.6,Myo,8,Low,0,NA,91.8,
D5,49,NA,NA,1,99.6,Myo,1,Low,0,NA,,
D5,49,NA,NA,1,95.1,SkMO,1,,10,NA,,
D5,49,NA,NA,1,86.7,SkMO,8,,10,NA,97.1,
D6,50,NA,NA,1,8,SkMO,3,13,15,NA,,
D6,50,NA,NA,1,1.88,SkMO,3,15,20,NA,,
D6,50,NA,NA,1,0.61,SkMO,3,16,20,NA,,
D6,50,NA,NA,1,25.3,Myo,1,High,0,NA,42.4,
D6,50,NA,NA,1,43.6,Myo,8,High,0,NA,79,
D6,50,NA,NA,1,51.4,Myo,8,Low,0,NA,63.8,
D6,50,NA,NA,1,38.7,Myo,1,Low,0,NA,,
D6,50,NA,NA,1,26,SkMO,1,,10,NA,37.6,
D6,50,NA,NA,1,57.8,SkMO,8,,10,NA,,
D7,51,NA,NA,1,5.83,SkMO,3,13,15,NA,,
D7,51,NA,NA,1,2.07,SkMO,3,15,20,NA,,
D7,51,NA,NA,1,0.83,SkMO,3,16,20,NA,,
D7,51,NA,NA,1,8.44,Myo,1,High,0,NA,,
D7,51,NA,NA,1,9.44,Myo,8,High,0,NA,40.8,
D7,51,NA,NA,1,2.29,Myo,8,Low,0,NA,,
D7,51,NA,NA,1,2.52,Myo,1,Low,0,NA,,
D7,51,NA,NA,1,11.9,SkMO,1,,10,NA,,
D7,51,NA,NA,1,17.8,SkMO,8,,10,NA,,
E2,52,NA,NA,3,1.27,SkMO,3,13,15,NA,,
E2,52,NA,NA,3,1.76,SkMO,3,15,20,NA,,
E2,52,NA,NA,3,0.25,SkMO,3,16,20,NA,,
E2,52,NA,NA,3,5.53,Myo,1,High,0,NA,,
E2,52,NA,NA,3,2.39,Myo,8,High,0,NA,,
E2,52,NA,NA,3,2.31,Myo,8,Low,0,NA,,
E2,52,NA,NA,3,2.59,Myo,1,Low,0,NA,,
E2,52,NA,NA,3,8.7,SkMO,1,,10,NA,,
E2,52,NA,NA,3,18.6,SkMO,8,,10,NA,,
D8,53,NA,NA,1,22.1,SkMO,3,13,15,NA,,
D8,53,NA,NA,1,3.45,SkMO,3,15,20,NA,,
D8,53,NA,NA,1,3.16,SkMO,3,16,20,NA,,
D8,53,NA,NA,1,44.3,Myo,1,High,0,NA,62,
D8,53,NA,NA,1,35.5,Myo,8,High,0,NA,84.9,
D8,53,NA,NA,1,70.9,Myo,8,Low,0,NA,78.2,
D8,53,NA,NA,1,55.3,Myo,1,Low,0,NA,,
D8,53,NA,NA,1,8.41,SkMO,1,,10,NA,,
D8,53,NA,NA,1,25.4,SkMO,8,,10,NA,,
A11,54,NA,NA,2,98.7,SkMO,3,13,15,NA,,
A11,54,NA,NA,2,85.2,SkMO,3,15,20,NA,,
A11,54,NA,NA,2,98.7,SkMO,3,16,20,NA,,
A11,54,NA,NA,2,99.9,Myo,1,High,0,NA,,
A11,54,NA,NA,2,100,Myo,8,High,0,NA,,
A11,54,NA,NA,2,100,Myo,8,Low,0,NA,,
A11,54,NA,NA,2,99.9,Myo,1,Low,0,NA,,
A11,54,NA,NA,2,99.8,SkMO,1,,10,NA,,
A11,54,NA,NA,2,100,SkMO,8,,10,NA,,
D9,55,NA,NA,1,2.84,SkMO,3,13,15,NA,,
D9,55,NA,NA,1,1.35,SkMO,3,15,20,NA,,
D9,55,NA,NA,1,0.33,SkMO,3,16,20,NA,,
D9,55,NA,NA,1,8.03,Myo,1,High,0,NA,66.2,
D9,55,NA,NA,1,63,Myo,8,High,0,NA,93.4,
D9,55,NA,NA,1,20,Myo,8,Low,0,NA,74.2,
D9,55,NA,NA,1,54,Myo,1,Low,0,NA,,
D9,55,NA,NA,1,2.57,SkMO,1,,10,NA,,
D9,55,NA,NA,1,2.9,SkMO,8,,10,NA,,
D10,56,NA,NA,1,1.27,SkMO,3,13,15,NA,,
D10,56,NA,NA,1,1.45,SkMO,3,15,20,NA,,
D10,56,NA,NA,1,0.29,SkMO,3,16,20,NA,,
D10,56,NA,NA,1,0.3,Myo,1,High,0,NA,,
D10,56,NA,NA,1,0.2,Myo,8,High,0,NA,,
D10,56,NA,NA,1,0.041,Myo,8,Low,0,NA,,
D10,56,NA,NA,1,0.29,Myo,1,Low,0,NA,,
D10,56,NA,NA,1,0.49,SkMO,1,,10,NA,,
D10,56,NA,NA,1,13.9,SkMO,8,,10,NA,33,
D11,57,NA,NA,1,0.75,SkMO,3,13,15,NA,,
D11,57,NA,NA,1,1.39,SkMO,3,15,20,NA,,
D11,57,NA,NA,1,0.16,SkMO,3,16,20,NA,,
D11,57,NA,NA,1,0.73,Myo,1,High,0,NA,,
D11,57,NA,NA,1,0.42,Myo,8,High,0,NA,,
D11,57,NA,NA,1,0.19,Myo,8,Low,0,NA,,
D11,57,NA,NA,1,0.16,Myo,1,Low,0,NA,,
D11,57,NA,NA,1,0.62,SkMO,1,,10,NA,,
D11,57,NA,NA,1,0.74,SkMO,8,,10,NA,,
D12,58,NA,NA,1,90.9,SkMO,3,13,15,NA,,
D12,58,NA,NA,1,21.9,SkMO,3,15,20,NA,,
D12,58,NA,NA,1,27,SkMO,3,16,20,NA,,
D12,58,NA,NA,1,100,Myo,1,High,0,NA,,
D12,58,NA,NA,1,99.9,Myo,8,High,0,NA,,
D12,58,NA,NA,1,100,Myo,8,Low,0,NA,,
D12,58,NA,NA,1,100,Myo,1,Low,0,NA,,
D12,58,NA,NA,1,99.6,SkMO,1,,10,NA,,
D12,58,NA,NA,1,99.9,SkMO,8,,10,NA,,
E3,59,NA,NA,3,0.69,SkMO,3,13,15,NA,,
E3,59,NA,NA,3,1.15,SkMO,3,15,20,NA,,
E3,59,NA,NA,3,0.076,SkMO,3,16,20,NA,,
E3,59,NA,NA,3,0.55,Myo,1,High,0,NA,,
E3,59,NA,NA,3,0.54,Myo,8,High,0,NA,,
E3,59,NA,NA,3,0.33,Myo,8,Low,0,NA,,
E3,59,NA,NA,3,0.45,Myo,1,Low,0,NA,,
E3,59,NA,NA,3,0.64,SkMO,1,,10,NA,,
E3,59,NA,NA,3,0.87,SkMO,8,,10,NA,,
E1,60,NA,NA,1,1.09,SkMO,3,13,15,NA,,
E1,60,NA,NA,1,1.29,SkMO,3,15,20,NA,,
E1,60,NA,NA,1,0.14,SkMO,3,16,20,NA,,
E1,60,NA,NA,1,0.25,Myo,1,High,0,NA,,
E1,60,NA,NA,1,0.13,Myo,8,High,0,NA,,
E1,60,NA,NA,1,0.062,Myo,8,Low,0,NA,,
E1,60,NA,NA,1,0.1,Myo,1,Low,0,NA,,
E1,60,NA,NA,1,0.18,SkMO,1,,10,NA,,
E1,60,NA,NA,1,0.032,SkMO,8,,10,NA,,
E4,61,NA,NA,3,33.4,SkMO,3,13,15,NA,50.1,
E4,61,NA,NA,3,8.52,SkMO,3,15,20,NA,,
E4,61,NA,NA,3,3.5,SkMO,3,16,20,NA,,
E4,61,NA,NA,3,99.6,Myo,1,High,0,NA,,
E4,61,NA,NA,3,37.2,Myo,8,High,0,NA,99.9,
E4,61,NA,NA,3,99.5,Myo,8,Low,0,NA,,
E4,61,NA,NA,3,7.35,Myo,1,Low,0,NA,99.8,
E4,61,NA,NA,3,7.48,SkMO,1,,10,NA,97.5,
E4,61,NA,NA,3,15.3,SkMO,8,,10,NA,98.9,
E2,62,NA,NA,1,89.3,SkMO,3,13,15,NA,,
E2,62,NA,NA,1,12.6,SkMO,3,15,20,NA,,
E2,62,NA,NA,1,13.5,SkMO,3,16,20,NA,,
E2,62,NA,NA,1,95.9,Myo,1,High,0,NA,99.5,
E2,62,NA,NA,1,34.8,Myo,8,High,0,NA,99.7,
E2,62,NA,NA,1,99.9,Myo,8,Low,0,NA,,
E2,62,NA,NA,1,99.8,Myo,1,Low,0,NA,,
E2,62,NA,NA,1,98.7,SkMO,1,,10,NA,,
E2,62,NA,NA,1,46,SkMO,8,,10,NA,99.6,
B2,63,NA,NA,4,0.99,SkMO,3,13,15,NA,,
B2,63,NA,NA,4,0.93,SkMO,3,15,20,NA,,
B2,63,NA,NA,4,0.19,SkMO,3,16,20,NA,,
B2,63,NA,NA,4,0.34,Myo,1,High,0,NA,,
B2,63,NA,NA,4,0.58,Myo,8,High,0,NA,,
B2,63,NA,NA,4,0.37,Myo,8,Low,0,NA,,
B2,63,NA,NA,4,0.6,Myo,1,Low,0,NA,,
B2,63,NA,NA,4,4.39,SkMO,1,,10,NA,,
B2,63,NA,NA,4,7.76,SkMO,8,,10,NA,,
E5,64,NA,NA,3,31.9,SkMO,3,13,15,NA,45.8,
E5,64,NA,NA,3,5.54,SkMO,3,15,20,NA,,
E5,64,NA,NA,3,2,SkMO,3,16,20,NA,,
E5,64,NA,NA,3,0.7,Myo,1,High,0,NA,,
E5,64,NA,NA,3,1.57,Myo,8,High,0,NA,,
E5,64,NA,NA,3,21,Myo,8,Low,0,NA,,
E5,64,NA,NA,3,44,Myo,1,Low,0,NA,,
E5,64,NA,NA,3,1.79,SkMO,1,,10,NA,,
E5,64,NA,NA,3,0.44,SkMO,8,,10,NA,,
E3,65,NA,NA,1,0.92,SkMO,3,13,15,NA,,
E3,65,NA,NA,1,1.39,SkMO,3,15,20,NA,,
E3,65,NA,NA,1,0.18,SkMO,3,16,20,NA,,
E3,65,NA,NA,1,0.11,Myo,1,High,0,NA,,
E3,65,NA,NA,1,0.23,Myo,8,High,0,NA,,
E3,65,NA,NA,1,0.063,Myo,8,Low,0,NA,,
E3,65,NA,NA,1,0.12,Myo,1,Low,0,NA,,
E3,65,NA,NA,1,0.17,SkMO,1,,10,NA,,
E3,65,NA,NA,1,27.1,SkMO,8,,10,NA,63,
E4,66,NA,NA,1,0.93,SkMO,3,13,15,NA,,
E4,66,NA,NA,1,1.42,SkMO,3,15,20,NA,,
E4,66,NA,NA,1,0.17,SkMO,3,16,20,NA,,
E4,66,NA,NA,1,0.17,Myo,1,High,0,NA,,
E4,66,NA,NA,1,0.12,Myo,8,High,0,NA,,
E4,66,NA,NA,1,0.031,Myo,8,Low,0,NA,,
E4,66,NA,NA,1,0.62,Myo,1,Low,0,NA,,
E4,66,NA,NA,1,0.25,SkMO,1,,10,NA,,
E4,66,NA,NA,1,29.4,SkMO,8,,10,NA,68.2,
E5,67,NA,NA,4,1.64,SkMO,3,13,15,NA,,
E5,67,NA,NA,4,0.26,SkMO,3,15,20,NA,,
E5,67,NA,NA,4,0.47,SkMO,3,16,20,NA,,
E5,67,NA,NA,4,0.22,Myo,1,High,0,NA,,
E5,67,NA,NA,4,0.4,Myo,8,High,0,NA,,
E5,67,NA,NA,4,0.17,Myo,8,Low,0,NA,,
E5,67,NA,NA,4,0.16,Myo,1,Low,0,NA,,
E5,67,NA,NA,4,0.33,SkMO,1,,10,NA,,
E5,67,NA,NA,4,0.93,SkMO,8,,10,NA,,
F1,68,NA,NA,4,1.41,SkMO,3,13,15,NA,,
F1,68,NA,NA,4,0.37,SkMO,3,15,20,NA,,
F1,68,NA,NA,4,0.15,SkMO,3,16,20,NA,,
F1,68,NA,NA,4,0.25,Myo,1,High,0,NA,,
F1,68,NA,NA,4,0.41,Myo,8,High,0,NA,,
F1,68,NA,NA,4,0.21,Myo,8,Low,0,NA,,
F1,68,NA,NA,4,0.18,Myo,1,Low,0,NA,,
F1,68,NA,NA,4,0.15,SkMO,1,,10,NA,,
F1,68,NA,NA,4,0.32,SkMO,8,,10,NA,,
E5,69,NA,NA,1,0.65,SkMO,3,13,15,NA,,
E5,69,NA,NA,1,1.43,SkMO,3,15,20,NA,,
E5,69,NA,NA,1,0.32,SkMO,3,16,20,NA,,
E5,69,NA,NA,1,10.5,Myo,1,High,0,NA,26.4,
E5,69,NA,NA,1,18,Myo,8,High,0,NA,,
E5,69,NA,NA,1,12.2,Myo,8,Low,0,NA,,
E5,69,NA,NA,1,22.7,Myo,1,Low,0,NA,,
E5,69,NA,NA,1,0.15,SkMO,1,,10,NA,,
E5,69,NA,NA,1,0.18,SkMO,8,,10,NA,,
E6,70,NA,NA,1,2.08,SkMO,3,13,15,NA,,
E6,70,NA,NA,1,1.45,SkMO,3,15,20,NA,,
E6,70,NA,NA,1,0.23,SkMO,3,16,20,NA,,
E6,70,NA,NA,1,0.34,Myo,1,High,0,NA,,
E6,70,NA,NA,1,0.17,Myo,8,High,0,NA,,
E6,70,NA,NA,1,0.052,Myo,8,Low,0,NA,,
E6,70,NA,NA,1,0.74,Myo,1,Low,0,NA,,
E6,70,NA,NA,1,0.34,SkMO,1,,10,NA,,
E6,70,NA,NA,1,0.32,SkMO,8,,10,NA,,
E7,71,NA,NA,1,95,SkMO,3,13,15,NA,,
E7,71,NA,NA,1,21.2,SkMO,3,15,20,NA,,
E7,71,NA,NA,1,43.4,SkMO,3,16,20,NA,,
E7,71,NA,NA,1,59.4,Myo,1,High,0,NA,99.2,
E7,71,NA,NA,1,50.6,Myo,8,High,0,NA,99.2,
E7,71,NA,NA,1,41.4,Myo,8,Low,0,NA,98.1,
E7,71,NA,NA,1,99.5,Myo,1,Low,0,NA,,
E7,71,NA,NA,1,99.8,SkMO,1,,10,NA,,
E7,71,NA,NA,1,99.8,SkMO,8,,10,NA,,
E8,72,NA,NA,1,27.2,SkMO,3,13,15,NA,93.3,
E8,72,NA,NA,1,30.8,SkMO,3,15,20,NA,,
E8,72,NA,NA,1,15.3,SkMO,3,16,20,NA,,
E8,72,NA,NA,1,69.9,Myo,1,High,0,NA,99,
E8,72,NA,NA,1,67.5,Myo,8,High,0,NA,96.5,
E8,72,NA,NA,1,99,Myo,8,Low,0,NA,,
E8,72,NA,NA,1,92,Myo,1,Low,0,NA,99.1,
E8,72,NA,NA,1,99.6,SkMO,1,,10,NA,,
E8,72,NA,NA,1,99.2,SkMO,8,,10,NA,,
E9,73,NA,NA,1,23.2,SkMO,3,13,15,NA,48.6,
E9,73,NA,NA,1,6.8,SkMO,3,15,20,NA,,
E9,73,NA,NA,1,12.4,SkMO,3,16,20,NA,,
E9,73,NA,NA,1,100,Myo,1,High,0,NA,,
E9,73,NA,NA,1,100,Myo,8,High,0,NA,,
E9,73,NA,NA,1,100,Myo,8,Low,0,NA,,
E9,73,NA,NA,1,100,Myo,1,Low,0,NA,,
E9,73,NA,NA,1,18.9,SkMO,1,,10,NA,77.5,
E9,73,NA,NA,1,37.7,SkMO,8,,10,NA,92.2,
E10,74,NA,NA,1,0.71,SkMO,3,13,15,NA,,
E10,74,NA,NA,1,0.86,SkMO,3,15,20,NA,,
E10,74,NA,NA,1,0.23,SkMO,3,16,20,NA,,
E10,74,NA,NA,1,0.11,Myo,1,High,0,NA,,
E10,74,NA,NA,1,0.11,Myo,8,High,0,NA,,
E10,74,NA,NA,1,0.062,Myo,8,Low,0,NA,,
E10,74,NA,NA,1,0.14,Myo,1,Low,0,NA,,
E10,74,NA,NA,1,0.18,SkMO,1,,10,NA,,
E10,74,NA,NA,1,0.63,SkMO,8,,10,NA,,
E11,75,NA,NA,1,2.55,SkMO,3,13,15,NA,,
E11,75,NA,NA,1,1.53,SkMO,3,15,20,NA,,
E11,75,NA,NA,1,0.28,SkMO,3,16,20,NA,,
E11,75,NA,NA,1,1.12,Myo,1,High,0,NA,,
E11,75,NA,NA,1,1.07,Myo,8,High,0,NA,,
E11,75,NA,NA,1,0.32,Myo,8,Low,0,NA,,
E11,75,NA,NA,1,0.45,Myo,1,Low,0,NA,,
E11,75,NA,NA,1,3.06,SkMO,1,,10,NA,,
E11,75,NA,NA,1,6.15,SkMO,8,,10,NA,,
E12,76,NA,NA,1,3.01,SkMO,3,13,15,NA,,
E12,76,NA,NA,1,1.44,SkMO,3,15,20,NA,,
E12,76,NA,NA,1,0.26,SkMO,3,16,20,NA,,
E12,76,NA,NA,1,97.3,Myo,1,High,0,NA,,
E12,76,NA,NA,1,29.8,Myo,8,High,0,NA,93.1,
E12,76,NA,NA,1,95.9,Myo,8,Low,0,NA,,
E12,76,NA,NA,1,97.1,Myo,1,Low,0,NA,,
E12,76,NA,NA,1,28.3,SkMO,1,,10,NA,,
E12,76,NA,NA,1,18.6,SkMO,8,,10,NA,,
F1,77,NA,NA,1,0.84,SkMO,3,13,15,NA,,
F1,77,NA,NA,1,1.34,SkMO,3,15,20,NA,,
F1,77,NA,NA,1,0.18,SkMO,3,16,20,NA,,
F1,77,NA,NA,1,0.36,Myo,1,High,0,NA,,
F1,77,NA,NA,1,0.37,Myo,8,High,0,NA,,
F1,77,NA,NA,1,0.22,Myo,8,Low,0,NA,,
F1,77,NA,NA,1,0.43,Myo,1,Low,0,NA,,
F1,77,NA,NA,1,0.086,SkMO,1,,10,NA,,
F1,77,NA,NA,1,0.15,SkMO,8,,10,NA,,
F2,78,NA,NA,1,0.86,SkMO,3,13,15,NA,,
F2,78,NA,NA,1,1.43,SkMO,3,15,20,NA,,
F2,78,NA,NA,1,0.23,SkMO,3,16,20,NA,,
F2,78,NA,NA,1,0.4,Myo,1,High,0,NA,,
F2,78,NA,NA,1,0.3,Myo,8,High,0,NA,,
F2,78,NA,NA,1,0.2,Myo,8,Low,0,NA,,
F2,78,NA,NA,1,0.53,Myo,1,Low,0,NA,,
F2,78,NA,NA,1,0.15,SkMO,1,,10,NA,,
F2,78,NA,NA,1,0.5,SkMO,8,,10,NA,,
F3,79,NA,NA,1,1.56,SkMO,3,13,15,NA,,
F3,79,NA,NA,1,2.7,SkMO,3,15,20,NA,,
F3,79,NA,NA,1,1.94,SkMO,3,16,20,NA,,
F3,79,NA,NA,1,0.96,Myo,1,High,0,NA,,
F3,79,NA,NA,1,1.02,Myo,8,High,0,NA,,
F3,79,NA,NA,1,0.29,Myo,8,Low,0,NA,,
F3,79,NA,NA,1,1.23,Myo,1,Low,0,NA,,
F3,79,NA,NA,1,0.46,SkMO,1,,10,NA,,
F3,79,NA,NA,1,0.88,SkMO,8,,10,NA,,
F4,80,NA,NA,1,1.29,SkMO,3,13,15,NA,,
F4,80,NA,NA,1,1.5,SkMO,3,15,20,NA,,
F4,80,NA,NA,1,0.24,SkMO,3,16,20,NA,,
F4,80,NA,NA,1,0.36,Myo,1,High,0,NA,,
F4,80,NA,NA,1,0.3,Myo,8,High,0,NA,,
F4,80,NA,NA,1,0.094,Myo,8,Low,0,NA,,
F4,80,NA,NA,1,0.68,Myo,1,Low,0,NA,,
F4,80,NA,NA,1,0.18,SkMO,1,,10,NA,,
F4,80,NA,NA,1,0.65,SkMO,8,,10,NA,,
F5,81,NA,NA,1,2.21,SkMO,3,13,15,NA,,
F5,81,NA,NA,1,1.89,SkMO,3,15,20,NA,,
F5,81,NA,NA,1,0.39,SkMO,3,16,20,NA,,
F5,81,NA,NA,1,0.68,Myo,1,High,0,NA,,
F5,81,NA,NA,1,0.38,Myo,8,High,0,NA,,
F5,81,NA,NA,1,0.21,Myo,8,Low,0,NA,,
F5,81,NA,NA,1,0.99,Myo,1,Low,0,NA,,
F5,81,NA,NA,1,0.22,SkMO,1,,10,NA,,
F5,81,NA,NA,1,15.3,SkMO,8,,10,NA,,
F6,82,NA,NA,1,0.79,SkMO,3,13,15,NA,,
F6,82,NA,NA,1,1.46,SkMO,3,15,20,NA,,
F6,82,NA,NA,1,0.16,SkMO,3,16,20,NA,,
F6,82,NA,NA,1,0.13,Myo,1,High,0,NA,,
F6,82,NA,NA,1,0.2,Myo,8,High,0,NA,,
F6,82,NA,NA,1,0.042,Myo,8,Low,0,NA,,
F6,82,NA,NA,1,0.34,Myo,1,Low,0,NA,,
F6,82,NA,NA,1,0.065,SkMO,1,,10,NA,,
F6,82,NA,NA,1,0.077,SkMO,8,,10,NA,,
B3,83,NA,NA,4,9.39,SkMO,3,13,15,NA,,
B3,83,NA,NA,4,0.62,SkMO,3,15,20,NA,,
B3,83,NA,NA,4,1.21,SkMO,3,16,20,NA,,
B3,83,NA,NA,4,0.95,Myo,1,High,0,NA,,
B3,83,NA,NA,4,1.59,Myo,8,High,0,NA,,
B3,83,NA,NA,4,0.76,Myo,8,Low,0,NA,,
B3,83,NA,NA,4,0.82,Myo,1,Low,0,NA,,
B3,83,NA,NA,4,1.99,SkMO,1,,10,NA,,
B3,83,NA,NA,4,5.57,SkMO,8,,10,NA,,
F7,84,NA,NA,1,0.92,SkMO,3,13,15,NA,,
F7,84,NA,NA,1,1.12,SkMO,3,15,20,NA,,
F7,84,NA,NA,1,0.17,SkMO,3,16,20,NA,,
F7,84,NA,NA,1,0.24,Myo,1,High,0,NA,,
F7,84,NA,NA,1,0.19,Myo,8,High,0,NA,,
F7,84,NA,NA,1,0.031,Myo,8,Low,0,NA,,
F7,84,NA,NA,1,0.1,Myo,1,Low,0,NA,,
F7,84,NA,NA,1,0.15,SkMO,1,,10,NA,,
F7,84,NA,NA,1,0.25,SkMO,8,,10,NA,,
F8,85,NA,NA,1,15.3,SkMO,3,13,15,NA,,
F8,85,NA,NA,1,6.76,SkMO,3,15,20,NA,,
F8,85,NA,NA,1,7.05,SkMO,3,16,20,NA,,
F8,85,NA,NA,1,2.64,Myo,1,High,0,NA,,
F8,85,NA,NA,1,0.98,Myo,8,High,0,NA,,
F8,85,NA,NA,1,0.4,Myo,8,Low,0,NA,,
F8,85,NA,NA,1,1.38,Myo,1,Low,0,NA,,
F8,85,NA,NA,1,11.8,SkMO,1,,10,NA,,
F8,85,NA,NA,1,84.9,SkMO,8,,10,NA,,
A12,86,NA,NA,2,0.7,SkMO,3,13,15,NA,,
A12,86,NA,NA,2,6.24,SkMO,3,15,20,NA,,
A12,86,NA,NA,2,2.84,SkMO,3,16,20,NA,,
A12,86,NA,NA,2,96.8,Myo,1,High,0,NA,,
A12,86,NA,NA,2,87.4,Myo,8,High,0,NA,,
A12,86,NA,NA,2,99.3,Myo,8,Low,0,NA,,
A12,86,NA,NA,2,77.2,Myo,1,Low,0,NA,,
A12,86,NA,NA,2,4.81,SkMO,1,,10,NA,16.8,
A12,86,NA,NA,2,33.6,SkMO,8,,10,NA,,
F9,87,NA,NA,1,2.36,SkMO,3,13,15,NA,,
F9,87,NA,NA,1,3.41,SkMO,3,15,20,NA,,
F9,87,NA,NA,1,1.91,SkMO,3,16,20,NA,,
F9,87,NA,NA,1,1.85,Myo,1,High,0,NA,,
F9,87,NA,NA,1,0.61,Myo,8,High,0,NA,,
F9,87,NA,NA,1,0.52,Myo,8,Low,0,NA,,
F9,87,NA,NA,1,0.82,Myo,1,Low,0,NA,,
F9,87,NA,NA,1,1,SkMO,1,,10,NA,,
F9,87,NA,NA,1,1.05,SkMO,8,,10,NA,,
E7,88,NA,NA,3,0.91,SkMO,3,13,15,NA,,
E7,88,NA,NA,3,1.62,SkMO,3,15,20,NA,,
E7,88,NA,NA,3,0.044,SkMO,3,16,20,NA,,
E7,88,NA,NA,3,2.26,Myo,1,High,0,NA,,
E7,88,NA,NA,3,1.15,Myo,8,High,0,NA,,
E7,88,NA,NA,3,1.22,Myo,8,Low,0,NA,,
E7,88,NA,NA,3,0.96,Myo,1,Low,0,NA,,
E7,88,NA,NA,3,0.58,SkMO,1,,10,NA,,
E7,88,NA,NA,3,1.36,SkMO,8,,10,NA,,
F10,89,NA,NA,1,0.81,SkMO,3,13,15,NA,,
F10,89,NA,NA,1,1.01,SkMO,3,15,20,NA,,
F10,89,NA,NA,1,0.065,SkMO,3,16,20,NA,,
F10,89,NA,NA,1,0.13,Myo,1,High,0,NA,,
F10,89,NA,NA,1,0.095,Myo,8,High,0,NA,,
F10,89,NA,NA,1,0.041,Myo,8,Low,0,NA,,
F10,89,NA,NA,1,0.23,Myo,1,Low,0,NA,,
F10,89,NA,NA,1,0.17,SkMO,1,,10,NA,,
F10,89,NA,NA,1,0.044,SkMO,8,,10,NA,,
F11,90,NA,NA,1,1.45,SkMO,3,13,15,NA,,
F11,90,NA,NA,1,1.58,SkMO,3,15,20,NA,,
F11,90,NA,NA,1,0.37,SkMO,3,16,20,NA,,
F11,90,NA,NA,1,3.07,Myo,1,High,0,NA,,
F11,90,NA,NA,1,1.97,Myo,8,High,0,NA,,
F11,90,NA,NA,1,1.26,Myo,8,Low,0,NA,,
F11,90,NA,NA,1,2.15,Myo,1,Low,0,NA,,
F11,90,NA,NA,1,1.7,SkMO,1,,10,NA,,
F11,90,NA,NA,1,2.21,SkMO,8,,10,NA,,
E8,91,NA,NA,3,1.21,SkMO,3,13,15,NA,,
E8,91,NA,NA,3,1.19,SkMO,3,15,20,NA,,
E8,91,NA,NA,3,0.055,SkMO,3,16,20,NA,,
E8,91,NA,NA,3,2.75,Myo,1,High,0,NA,,
E8,91,NA,NA,3,2.19,Myo,8,High,0,NA,,
E8,91,NA,NA,3,5.53,Myo,8,Low,0,NA,,
E8,91,NA,NA,3,2.27,Myo,1,Low,0,NA,,
E8,91,NA,NA,3,3.54,SkMO,1,,10,NA,,
E8,91,NA,NA,3,9.38,SkMO,8,,10,NA,,
B4,92,NA,NA,4,12,SkMO,3,13,15,NA,,
B4,92,NA,NA,4,1.98,SkMO,3,15,20,NA,,
B4,92,NA,NA,4,5.18,SkMO,3,16,20,NA,,
B4,92,NA,NA,4,0.83,Myo,1,High,0,NA,,
B4,92,NA,NA,4,0.74,Myo,8,High,0,NA,,
B4,92,NA,NA,4,0.32,Myo,8,Low,0,NA,,
